ID;Month;Sliding;Ba138;BaCa;BaCa_no_correction;Order;OrderS
ID204;OCT;SEP;5.053489311;4515.163943;1159.846925;4;3
ID204;OCT;SEP;4.130839589;4515.163943;1159.846925;4;3
ID204;OCT;SEP;0.697153357;4515.163943;1159.846925;4;3
ID205;OCT;SEP;10.24608104;4515.163943;1159.846925;4;3
ID205;OCT;SEP;7.589061612;4515.163943;1159.846925;4;3
ID205;OCT;SEP;5.444249284;4515.163943;1159.846925;4;3
ID235;OCT;SEP;3.264372692;4515.163943;1159.846925;4;3
ID235;OCT;SEP;2.871954556;4515.163943;1159.846925;4;3
ID235;OCT;SEP;2.668308687;4515.163943;1159.846925;4;3
ID236;OCT;SEP;4.329965642;4515.163943;1159.846925;4;3
ID236;OCT;SEP;3.750233599;4515.163943;1159.846925;4;3
ID236;OCT;SEP;3.672469238;4515.163943;1159.846925;4;3
ID159;NOV;OCT;6.216475589;1159.846925;12623.00107;5;4
ID159;NOV;OCT;6.23149322;1159.846925;12623.00107;5;4
ID159;NOV;OCT;7.586609117;1159.846925;12623.00107;5;4
ID160;NOV;OCT;2.12659835;1159.846925;12623.00107;5;4
ID160;NOV;OCT;2.421084698;1159.846925;12623.00107;5;4
ID160;NOV;OCT;3.351415046;1159.846925;12623.00107;5;4
ID161;NOV;OCT;7.242135743;1159.846925;12623.00107;5;4
ID161;NOV;OCT;7.123612893;1159.846925;12623.00107;5;4
ID161;NOV;OCT;6.955833513;1159.846925;12623.00107;5;4
ID162;NOV;OCT;4.188562491;1159.846925;12623.00107;5;4
ID162;NOV;OCT;4.357250237;1159.846925;12623.00107;5;4
ID162;NOV;OCT;5.942678792;1159.846925;12623.00107;5;4
ID220;NOV;OCT;5.831267966;1159.846925;12623.00107;5;4
ID220;NOV;OCT;5.54810314;1159.846925;12623.00107;5;4
ID220;NOV;OCT;5.302586495;1159.846925;12623.00107;5;4
ID221;NOV;OCT;3.639167368;1159.846925;12623.00107;5;4
ID221;NOV;OCT;3.868775481;1159.846925;12623.00107;5;4
ID221;NOV;OCT;3.507379358;1159.846925;12623.00107;5;4
ID222;NOV;OCT;1.641005678;1159.846925;12623.00107;5;4
ID222;NOV;OCT;1.663529637;1159.846925;12623.00107;5;4
ID222;NOV;OCT;2.071188151;1159.846925;12623.00107;5;4
ID163;DEC;NOV;5.018662618;12623.00107;64280.00317;6;5
ID163;DEC;NOV;4.868174594;12623.00107;64280.00317;6;5
ID163;DEC;NOV;4.574990773;12623.00107;64280.00317;6;5
ID164;DEC;NOV;2.721396935;12623.00107;64280.00317;6;5
ID164;DEC;NOV;3.832778073;12623.00107;64280.00317;6;5
ID164;DEC;NOV;4.416894035;12623.00107;64280.00317;6;5
ID165;DEC;NOV;3.816611174;12623.00107;64280.00317;6;5
ID165;DEC;NOV;3.157040004;12623.00107;64280.00317;6;5
ID165;DEC;NOV;1.098883544;12623.00107;64280.00317;6;5
ID247;JAN;DEC;25.30999115;64280.00317;15621.85312;7;6
ID247;JAN;DEC;21.8512855;64280.00317;15621.85312;7;6
ID247;JAN;DEC;24.20641357;64280.00317;15621.85312;7;6
ID248;JAN;DEC;48.34493998;64280.00317;15621.85312;7;6
ID248;JAN;DEC;46.92102635;64280.00317;15621.85312;7;6
ID248;JAN;DEC;50.70899753;64280.00317;15621.85312;7;6
ID249;JAN;DEC;42.11328677;64280.00317;15621.85312;7;6
ID249;JAN;DEC;42.8313323;64280.00317;15621.85312;7;6
ID249;JAN;DEC;40.40598477;64280.00317;15621.85312;7;6
ID251;JAN;DEC;37.38391724;64280.00317;15621.85312;7;6
ID251;JAN;DEC;38.88502924;64280.00317;15621.85312;7;6
ID251;JAN;DEC;43.51890339;64280.00317;15621.85312;7;6
ID253;JAN;DEC;29.29563253;64280.00317;15621.85312;7;6
ID253;JAN;DEC;27.78738899;64280.00317;15621.85312;7;6
ID253;JAN;DEC;41.4853824;64280.00317;15621.85312;7;6
ID254;JAN;DEC;5.558308399;64280.00317;15621.85312;7;6
ID254;JAN;DEC;6.015238094;64280.00317;15621.85312;7;6
ID254;JAN;DEC;5.566174485;64280.00317;15621.85312;7;6
ID255;JAN;DEC;25.13689639;64280.00317;15621.85312;7;6
ID255;JAN;DEC;22.71569058;64280.00317;15621.85312;7;6
ID255;JAN;DEC;25.17199568;64280.00317;15621.85312;7;6
ID258;JAN;DEC;21.5390027;64280.00317;15621.85312;7;6
ID258;JAN;DEC;18.98636366;64280.00317;15621.85312;7;6
ID258;JAN;DEC;18.73797734;64280.00317;15621.85312;7;6
ID259;JAN;DEC;30.65126448;64280.00317;15621.85312;7;6
ID259;JAN;DEC;24.62040389;64280.00317;15621.85312;7;6
ID259;JAN;DEC;21.75310388;64280.00317;15621.85312;7;6
ID260;JAN;DEC;34.44440894;64280.00317;15621.85312;7;6
ID260;JAN;DEC;37.50843237;64280.00317;15621.85312;7;6
ID260;JAN;DEC;43.00788674;64280.00317;15621.85312;7;6
ID272;FEB;JAN;24.18904907;15621.85312;3499.490395;8;7
ID272;FEB;JAN;20.88141424;15621.85312;3499.490395;8;7
ID272;FEB;JAN;18.70880471;15621.85312;3499.490395;8;7
ID273;FEB;JAN;32.51848056;15621.85312;3499.490395;8;7
ID273;FEB;JAN;46.33753036;15621.85312;3499.490395;8;7
ID273;FEB;JAN;75.80894846;15621.85312;3499.490395;8;7
ID274;FEB;JAN;4.75966345;15621.85312;3499.490395;8;7
ID274;FEB;JAN;7.549299499;15621.85312;3499.490395;8;7
ID274;FEB;JAN;9.85671504;15621.85312;3499.490395;8;7
ID275;FEB;JAN;8.151386254;15621.85312;3499.490395;8;7
ID275;FEB;JAN;19.83497543;15621.85312;3499.490395;8;7
ID275;FEB;JAN;21.61810209;15621.85312;3499.490395;8;7
ID277;FEB;JAN;5.923862579;15621.85312;3499.490395;8;7
ID277;FEB;JAN;6.388041321;15621.85312;3499.490395;8;7
ID277;FEB;JAN;7.780353238;15621.85312;3499.490395;8;7
ID278;FEB;JAN;18.42438872;15621.85312;3499.490395;8;7
ID278;FEB;JAN;37.17091187;15621.85312;3499.490395;8;7
ID278;FEB;JAN;53.69465697;15621.85312;3499.490395;8;7
ID279;FEB;JAN;38.22993059;15621.85312;3499.490395;8;7
ID279;FEB;JAN;29.23545903;15621.85312;3499.490395;8;7
ID279;FEB;JAN;28.65979132;15621.85312;3499.490395;8;7
ID280;FEB;JAN;11.81057475;15621.85312;3499.490395;8;7
ID280;FEB;JAN;14.18090293;15621.85312;3499.490395;8;7
ID280;FEB;JAN;3.235490405;15621.85312;3499.490395;8;7
ID281;FEB;JAN;22.08968042;15621.85312;3499.490395;8;7
ID281;FEB;JAN;19.36439833;15621.85312;3499.490395;8;7
ID281;FEB;JAN;18.65408587;15621.85312;3499.490395;8;7
ID282;FEB;JAN;22.58043538;15621.85312;3499.490395;8;7
ID282;FEB;JAN;34.71635274;15621.85312;3499.490395;8;7
ID282;FEB;JAN;25.81831935;15621.85312;3499.490395;8;7
ID283;FEB;JAN;42.43908759;15621.85312;3499.490395;8;7
ID283;FEB;JAN;60.64698752;15621.85312;3499.490395;8;7
ID283;FEB;JAN;85.58665684;15621.85312;3499.490395;8;7
ID284;FEB;JAN;31.95230333;15621.85312;3499.490395;8;7
ID284;FEB;JAN;43.33327684;15621.85312;3499.490395;8;7
ID284;FEB;JAN;65.10292199;15621.85312;3499.490395;8;7
ID285;FEB;JAN;12.83990445;15621.85312;3499.490395;8;7
ID285;FEB;JAN;23.91180189;15621.85312;3499.490395;8;7
ID285;FEB;JAN;40.9908857;15621.85312;3499.490395;8;7
ID286;FEB;JAN;4.57723239;15621.85312;3499.490395;8;7
ID286;FEB;JAN;10.33879085;15621.85312;3499.490395;8;7
ID286;FEB;JAN;1.829100799;15621.85312;3499.490395;8;7
ID287;FEB;JAN;3.786446832;15621.85312;3499.490395;8;7
ID287;FEB;JAN;4.857698879;15621.85312;3499.490395;8;7
ID287;FEB;JAN;2.220057525;15621.85312;3499.490395;8;7
ID322;MAR;FEB;41.3059083;3499.490395;5010.151131;9;8
ID322;MAR;FEB;29.20842896;3499.490395;5010.151131;9;8
ID322;MAR;FEB;39.71244042;3499.490395;5010.151131;9;8
ID323;MAR;FEB;68.32745243;3499.490395;5010.151131;9;8
ID323;MAR;FEB;76.3729232;3499.490395;5010.151131;9;8
ID323;MAR;FEB;89.65143274;3499.490395;5010.151131;9;8
ID324;MAR;FEB;58.08494668;3499.490395;5010.151131;9;8
ID324;MAR;FEB;103.1904999;3499.490395;5010.151131;9;8
ID324;MAR;FEB;142.7121354;3499.490395;5010.151131;9;8
ID326;MAR;FEB;35.96331506;3499.490395;5010.151131;9;8
ID326;MAR;FEB;69.92007712;3499.490395;5010.151131;9;8
ID326;MAR;FEB;109.6867147;3499.490395;5010.151131;9;8
ID327;MAR;FEB;19.65901838;3499.490395;5010.151131;9;8
ID327;MAR;FEB;20.71197346;3499.490395;5010.151131;9;8
ID327;MAR;FEB;34.57872266;3499.490395;5010.151131;9;8
ID328;MAR;FEB;30.04184802;3499.490395;5010.151131;9;8
ID328;MAR;FEB;36.12144315;3499.490395;5010.151131;9;8
ID328;MAR;FEB;52.41451143;3499.490395;5010.151131;9;8
ID331;MAR;FEB;58.5198798;3499.490395;5010.151131;9;8
ID331;MAR;FEB;87.11741551;3499.490395;5010.151131;9;8
ID331;MAR;FEB;161.8992124;3499.490395;5010.151131;9;8
ID333;MAR;FEB;37.3620841;3499.490395;5010.151131;9;8
ID333;MAR;FEB;55.13266621;3499.490395;5010.151131;9;8
ID333;MAR;FEB;83.74185951;3499.490395;5010.151131;9;8
ID335;MAR;FEB;50.84882361;3499.490395;5010.151131;9;8
ID335;MAR;FEB;57.8674671;3499.490395;5010.151131;9;8
ID335;MAR;FEB;73.68974381;3499.490395;5010.151131;9;8
ID336;MAR;FEB;15.97967175;3499.490395;5010.151131;9;8
ID336;MAR;FEB;20.66338086;3499.490395;5010.151131;9;8
ID336;MAR;FEB;28.01030873;3499.490395;5010.151131;9;8
ID374;APR;MAR;6.39182707;5010.151131;57698.31584;10;9
ID374;APR;MAR;9.091828891;5010.151131;57698.31584;10;9
ID374;APR;MAR;9.631260193;5010.151131;57698.31584;10;9
ID376;APR;MAR;7.605278033;5010.151131;57698.31584;10;9
ID376;APR;MAR;11.27853408;5010.151131;57698.31584;10;9
ID376;APR;MAR;14.38708133;5010.151131;57698.31584;10;9
ID378;APR;MAR;9.995915724;5010.151131;57698.31584;10;9
ID378;APR;MAR;15.07161483;5010.151131;57698.31584;10;9
ID378;APR;MAR;15.95186576;5010.151131;57698.31584;10;9
ID381;APR;MAR;27.53609022;5010.151131;57698.31584;10;9
ID381;APR;MAR;40.93354873;5010.151131;57698.31584;10;9
ID381;APR;MAR;73.27029386;5010.151131;57698.31584;10;9
ID382;APR;MAR;46.20266858;5010.151131;57698.31584;10;9
ID382;APR;MAR;39.64898804;5010.151131;57698.31584;10;9
ID382;APR;MAR;36.17067845;5010.151131;57698.31584;10;9
ID383;APR;MAR;65.96299875;5010.151131;57698.31584;10;9
ID383;APR;MAR;90.07043002;5010.151131;57698.31584;10;9
ID383;APR;MAR;99.26956171;5010.151131;57698.31584;10;9
ID385;APR;MAR;23.09748265;5010.151131;57698.31584;10;9
ID385;APR;MAR;28.42176109;5010.151131;57698.31584;10;9
ID385;APR;MAR;44.03712632;5010.151131;57698.31584;10;9
ID386;APR;MAR;8.361346064;5010.151131;57698.31584;10;9
ID386;APR;MAR;9.60808075;5010.151131;57698.31584;10;9
ID386;APR;MAR;10.38458301;5010.151131;57698.31584;10;9
ID388;APR;MAR;6.853975105;5010.151131;57698.31584;10;9
ID388;APR;MAR;12.99865698;5010.151131;57698.31584;10;9
ID388;APR;MAR;20.72928177;5010.151131;57698.31584;10;9
ID390;APR;MAR;24.18759623;5010.151131;57698.31584;10;9
ID390;APR;MAR;21.26193141;5010.151131;57698.31584;10;9
ID390;APR;MAR;18.00015097;5010.151131;57698.31584;10;9
ID480;MAY;APR;20.79422737;57698.31584;1720.096267;11;10
ID480;MAY;APR;16.35330685;57698.31584;1720.096267;11;10
ID480;MAY;APR;15.9328072;57698.31584;1720.096267;11;10
ID481;MAY;APR;12.0185055;57698.31584;1720.096267;11;10
ID481;MAY;APR;11.99657713;57698.31584;1720.096267;11;10
ID481;MAY;APR;8.495858084;57698.31584;1720.096267;11;10
ID482;MAY;APR;26.12581519;57698.31584;1720.096267;11;10
ID482;MAY;APR;22.94598101;57698.31584;1720.096267;11;10
ID482;MAY;APR;19.6375906;57698.31584;1720.096267;11;10
ID487;MAY;APR;11.29480188;57698.31584;1720.096267;11;10
ID487;MAY;APR;6.488054728;57698.31584;1720.096267;11;10
ID487;MAY;APR;6.692761153;57698.31584;1720.096267;11;10
ID488;MAY;APR;30.12658271;57698.31584;1720.096267;11;10
ID488;MAY;APR;22.91414499;57698.31584;1720.096267;11;10
ID488;MAY;APR;16.76585708;57698.31584;1720.096267;11;10
ID489;MAY;APR;11.41903221;57698.31584;1720.096267;11;10
ID489;MAY;APR;11.6010019;57698.31584;1720.096267;11;10
ID489;MAY;APR;9.959467697;57698.31584;1720.096267;11;10
ID494;MAY;APR;10.47471877;57698.31584;1720.096267;11;10
ID494;MAY;APR;17.35273151;57698.31584;1720.096267;11;10
ID494;MAY;APR;18.24207334;57698.31584;1720.096267;11;10
ID495;MAY;APR;27.98725362;57698.31584;1720.096267;11;10
ID495;MAY;APR;46.51808606;57698.31584;1720.096267;11;10
ID495;MAY;APR;58.58125497;57698.31584;1720.096267;11;10
ID496;MAY;APR;77.99424412;57698.31584;1720.096267;11;10
ID496;MAY;APR;106.0586341;57698.31584;1720.096267;11;10
ID496;MAY;APR;97.86383374;57698.31584;1720.096267;11;10
ID497;MAY;APR;12.21209636;57698.31584;1720.096267;11;10
ID497;MAY;APR;14.73187573;57698.31584;1720.096267;11;10
ID497;MAY;APR;10.67885061;57698.31584;1720.096267;11;10
ID501;JUN;MAY;16.23744924;1720.096267;1729.234143;12;11
ID501;JUN;MAY;12.49809086;1720.096267;1729.234143;12;11
ID501;JUN;MAY;9.809375574;1720.096267;1729.234143;12;11
ID502;JUN;MAY;12.70452325;1720.096267;1729.234143;12;11
ID502;JUN;MAY;9.512664963;1720.096267;1729.234143;12;11
ID502;JUN;MAY;7.965388579;1720.096267;1729.234143;12;11
ID503;JUN;MAY;8.559672978;1720.096267;1729.234143;12;11
ID503;JUN;MAY;6.486424546;1720.096267;1729.234143;12;11
ID503;JUN;MAY;5.703194702;1720.096267;1729.234143;12;11
ID504;JUN;MAY;13.84852221;1720.096267;1729.234143;12;11
ID504;JUN;MAY;11.27894364;1720.096267;1729.234143;12;11
ID504;JUN;MAY;8.388082954;1720.096267;1729.234143;12;11
ID506;JUN;MAY;8.708923502;1720.096267;1729.234143;12;11
ID506;JUN;MAY;6.24886442;1720.096267;1729.234143;12;11
ID506;JUN;MAY;4.798626899;1720.096267;1729.234143;12;11
ID508;JUN;MAY;30.29253602;1720.096267;1729.234143;12;11
ID508;JUN;MAY;16.5576856;1720.096267;1729.234143;12;11
ID508;JUN;MAY;12.80575417;1720.096267;1729.234143;12;11
ID509;JUN;MAY;15.91055269;1720.096267;1729.234143;12;11
ID509;JUN;MAY;13.07510782;1720.096267;1729.234143;12;11
ID509;JUN;MAY;9.116750466;1720.096267;1729.234143;12;11
ID510;JUN;MAY;16.36496896;1720.096267;1729.234143;12;11
ID510;JUN;MAY;10.60924066;1720.096267;1729.234143;12;11
ID510;JUN;MAY;9.530884893;1720.096267;1729.234143;12;11
ID511;JUN;MAY;17.01736606;1720.096267;1729.234143;12;11
ID511;JUN;MAY;12.60246719;1720.096267;1729.234143;12;11
ID511;JUN;MAY;11.53960344;1720.096267;1729.234143;12;11
ID514;JUN;MAY;8.723885665;1720.096267;1729.234143;12;11
ID514;JUN;MAY;6.764856557;1720.096267;1729.234143;12;11
ID514;JUN;MAY;5.187467681;1720.096267;1729.234143;12;11
ID012;JUL;JUN;15.3834616;NA;1015.555995;1;0
ID012;JUL;JUN;11.28890861;NA;1015.555995;1;0
ID012;JUL;JUN;8.335335558;NA;1015.555995;1;0
ID013;JUL;JUN;9.635154432;NA;1015.555995;1;0
ID013;JUL;JUN;8.341603521;NA;1015.555995;1;0
ID013;JUL;JUN;7.274193999;NA;1015.555995;1;0
ID014;JUL;JUN;5.916608709;NA;1015.555995;1;0
ID014;JUL;JUN;4.809160647;NA;1015.555995;1;0
ID014;JUL;JUN;3.811512524;NA;1015.555995;1;0
ID015;JUL;JUN;5.539180867;NA;1015.555995;1;0
ID015;JUL;JUN;6.619572415;NA;1015.555995;1;0
ID015;JUL;JUN;7.018308769;NA;1015.555995;1;0
ID016;JUL;JUN;27.81792526;NA;1015.555995;1;0
ID016;JUL;JUN;18.02452704;NA;1015.555995;1;0
ID016;JUL;JUN;0.438720873;NA;1015.555995;1;0
ID018;JUL;JUN;26.74802163;NA;1015.555995;1;0
ID018;JUL;JUN;19.94209312;NA;1015.555995;1;0
ID018;JUL;JUN;19.69565509;NA;1015.555995;1;0
ID019;JUL;JUN;17.26165419;NA;1015.555995;1;0
ID019;JUL;JUN;11.83086441;NA;1015.555995;1;0
ID019;JUL;JUN;7.574087673;NA;1015.555995;1;0
ID022;JUL;JUN;17.29682632;NA;1015.555995;1;0
ID022;JUL;JUN;11.12124165;NA;1015.555995;1;0
ID022;JUL;JUN;9.109528574;NA;1015.555995;1;0
ID023;JUL;JUN;16.98458922;NA;1015.555995;1;0
ID023;JUL;JUN;10.73691733;NA;1015.555995;1;0
ID023;JUL;JUN;7.531428124;NA;1015.555995;1;0
ID032;JUL;JUN;12.13623513;NA;1015.555995;1;0
ID032;JUL;JUN;8.607196276;NA;1015.555995;1;0
ID032;JUL;JUN;7.333572148;NA;1015.555995;1;0
